RMSE,MAE,R2,N,scenario_key,scenario_name,layer,model,step,step_min
610.55,403.48,0.9231,1743,N2_near_only,N2: 近距(40-120m)+历史功率（无SCADA）,1,LSTM,2,20
705.81,475.69,0.8973,1743,N2_near_only,N2: 近距(40-120m)+历史功率（无SCADA）,1,LSTM,3,30
898.47,629.62,0.834,1743,N2_near_only,N2: 近距(40-120m)+历史功率（无SCADA）,1,LSTM,6,60
449.38,308.99,0.9583,1743,N3_mid_only,N3: 中距(150-210m)+历史功率（无SCADA）,1,LSTM,1,10
601.7,410.26,0.9253,1743,N3_mid_only,N3: 中距(150-210m)+历史功率（无SCADA）,1,LSTM,2,20
700.34,478.53,0.8989,1743,N3_mid_only,N3: 中距(150-210m)+历史功率（无SCADA）,1,LSTM,3,30
900.25,643.96,0.8333,1743,N3_mid_only,N3: 中距(150-210m)+历史功率（无SCADA）,1,LSTM,6,60
447.33,302.89,0.9587,1743,N4_far_only,N4: 远距(240-300m)+历史功率（无SCADA）,1,LSTM,1,10
598.64,400.65,0.9261,1743,N4_far_only,N4: 远距(240-300m)+历史功率（无SCADA）,1,LSTM,2,20
700.1,469.9,0.899,1743,N4_far_only,N4: 远距(240-300m)+历史功率（无SCADA）,1,LSTM,3,30
896.19,629.75,0.8348,1743,N4_far_only,N4: 远距(240-300m)+历史功率（无SCADA）,1,LSTM,6,60
416.88,268.9,0.9641,1743,P0_power_only,P0: 仅历史功率（下界基准）,1,LSTM,1,10
580.37,371.47,0.9305,1743,P0_power_only,P0: 仅历史功率（下界基准）,1,LSTM,2,20
683.76,447.21,0.9036,1743,P0_power_only,P0: 仅历史功率（下界基准）,1,LSTM,3,30
878.45,606.79,0.8413,1743,P0_power_only,P0: 仅历史功率（下界基准）,1,LSTM,6,60
